"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Wyoming County, PA"	"42131"	"2010"	"2010"	Suppressed	28276	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2011"	"2011"	Suppressed	28406	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2012"	"2012"	12	28125	Unreliable	Unreliable	0.0%
	"Wyoming County, PA"	"42131"	"2013"	"2013"	Suppressed	28003	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2014"	"2014"	Suppressed	28131	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2015"	"2015"	11	27800	Unreliable	Unreliable	0.0%
	"Wyoming County, PA"	"42131"	"2016"	"2016"	Suppressed	27521	Suppressed	Suppressed	Suppressed
	"York County, PA"	"42133"	"1999"	"1999"	14	378905	Unreliable	Unreliable	0.0%
	"York County, PA"	"42133"	"2000"	"2000"	28	381751	7.3	7.5	0.1%
	"York County, PA"	"42133"	"2001"	"2001"	16	385773	Unreliable	Unreliable	0.0%
	"York County, PA"	"42133"	"2002"	"2002"	18	389692	Unreliable	Unreliable	0.0%
	"York County, PA"	"42133"	"2003"	"2003"	32	395093	8.1	8.1	0.1%
	"York County, PA"	"42133"	"2004"	"2004"	42	401403	10.5	10.5	0.1%
	"York County, PA"	"42133"	"2005"	"2005"	39	409066	9.5	9.6	0.1%
	"York County, PA"	"42133"	"2006"	"2006"	41	418043	9.8	9.6	0.1%
	"York County, PA"	"42133"	"2007"	"2007"	47	424919	11.1	10.9	0.1%
	"York County, PA"	"42133"	"2008"	"2008"	50	429399	11.6	11.8	0.1%
	"York County, PA"	"42133"	"2009"	"2009"	43	433022	9.9	10.2	0.1%
	"York County, PA"	"42133"	"2010"	"2010"	55	434972	12.6	11.9	0.1%
	"York County, PA"	"42133"	"2011"	"2011"	58	436770	13.3	13.2	0.2%
	"York County, PA"	"42133"	"2012"	"2012"	73	437846	16.7	16.6	0.2%
	"York County, PA"	"42133"	"2013"	"2013"	70	438965	15.9	16.4	0.2%
	"York County, PA"	"42133"	"2014"	"2014"	122	440755	27.7	29.6	0.3%
	"York County, PA"	"42133"	"2015"	"2015"	100	442867	22.6	24.4	0.3%
	"York County, PA"	"42133"	"2016"	"2016"	107	443744	24.1	25.7	0.3%
