link,name
http://whopayswriters.com/#/publication/healthyway,Healthyway
http://whopayswriters.com/#/publication/hello-giggles,Hello Giggles
http://whopayswriters.com/#/publication/helloflo,Helloflo
http://whopayswriters.com/#/publication/herizons,Herizons
http://whopayswriters.com/#/publication/heterotopias,Heterotopias
http://whopayswriters.com/#/publication/heyreverbcom,Heyreverb.com
http://whopayswriters.com/#/publication/hidden-europe-magazine,Hidden Europe Magazine
http://whopayswriters.com/#/publication/high-country-news,High Country News
http://whopayswriters.com/#/publication/high-snobiety,High Snobiety
http://whopayswriters.com/#/publication/high-times,High Times
http://whopayswriters.com/#/publication/highend-media--gatehouse-publishing,Highend Media / Gatehouse Publishing
http://whopayswriters.com/#/publication/hinduism-today,Hinduism Today
http://whopayswriters.com/#/publication/hollywood-reporter,Hollywood Reporter
http://whopayswriters.com/#/publication/hollywoods-black-renaissance,Hollywood's Black Renaissance
http://whopayswriters.com/#/publication/home-business-magazine,Home Business Magazine
http://whopayswriters.com/#/publication/homelight,Homelight
http://whopayswriters.com/#/publication/homify,Homify
http://whopayswriters.com/#/publication/honey-colony,Honey Colony
http://whopayswriters.com/#/publication/hoodline,Hoodline
http://whopayswriters.com/#/publication/hooked-telepathictv,Hooked (telepathic.tv)
http://whopayswriters.com/#/publication/hopes-and-fears,Hopes And Fears
http://whopayswriters.com/#/publication/hopkins-review,Hopkins Review
http://whopayswriters.com/#/publication/hotnewhiphop,Hotnewhiphop
http://whopayswriters.com/#/publication/housetipster,Housetipster
http://whopayswriters.com/#/publication/how-magazine,How Magazine
http://whopayswriters.com/#/publication/hr-dive,Hr Dive
http://whopayswriters.com/#/publication/httpwwwcuratedquotescom,Http://www.curatedquotes.com
http://whopayswriters.com/#/publication/huck-magazine,Huck Magazine
http://whopayswriters.com/#/publication/hudson-reporter,Hudson Reporter
http://whopayswriters.com/#/publication/huffington-post,Huffington Post
http://whopayswriters.com/#/publication/huffpost,Huffpost
http://whopayswriters.com/#/publication/human-parts-medium-now-defunct,"Human Parts, Medium (Now Defunct)"
http://whopayswriters.com/#/publication/hunting-mark,Hunting Mark
http://whopayswriters.com/#/publication/hustler-magazine,Hustler Magazine
http://whopayswriters.com/#/publication/hyperallergic,Hyperallergic
http://whopayswriters.com/#/publication/i,I
http://whopayswriters.com/#/publication/id-vice,I-d (Vice)
http://whopayswriters.com/#/publication/ibelieve,Ibelieve
http://whopayswriters.com/#/publication/idiom,Idiom
http://whopayswriters.com/#/publication/ign,Ign
http://whopayswriters.com/#/publication/image,Image
http://whopayswriters.com/#/publication/impact,Impact
http://whopayswriters.com/#/publication/impose,Impose
http://whopayswriters.com/#/publication/in-these-times,In These Times
http://whopayswriters.com/#/publication/inbound-logistics,Inbound Logistics
http://whopayswriters.com/#/publication/inc,Inc.
http://whopayswriters.com/#/publication/indesignlivecom,Indesignlive.com
http://whopayswriters.com/#/publication/indianapolis-monthly,Indianapolis Monthly
http://whopayswriters.com/#/publication/indianapolis-star,Indianapolis Star
http://whopayswriters.com/#/publication/indiewire,Indiewire
http://whopayswriters.com/#/publication/industrie-magazine,Industrie Magazine
http://whopayswriters.com/#/publication/indy-week,Indy Week
http://whopayswriters.com/#/publication/infoq,Infoq
http://whopayswriters.com/#/publication/information-today,Information Today
http://whopayswriters.com/#/publication/informationweek,Informationweek
http://whopayswriters.com/#/publication/inside-higher-ed,Inside Higher Ed
http://whopayswriters.com/#/publication/insider,Insider
http://whopayswriters.com/#/publication/institutional-investor,Institutional Investor
http://whopayswriters.com/#/publication/instylecom,Instyle.com
http://whopayswriters.com/#/publication/international-business-times-uk,International Business Times Uk
http://whopayswriters.com/#/publication/international-herald-tribune,International Herald Tribune
http://whopayswriters.com/#/publication/international-policy-digest,International Policy Digest
http://whopayswriters.com/#/publication/international-wine-accessories-blog,International Wine Accessories Blog
http://whopayswriters.com/#/publication/internet-retailer,Internet Retailer
http://whopayswriters.com/#/publication/interview-magazine,Interview Magazine
http://whopayswriters.com/#/publication/into,Into
http://whopayswriters.com/#/publication/intransit,Intransit
http://whopayswriters.com/#/publication/inverse,Inverse
http://whopayswriters.com/#/publication/investigative-reporting,Investigative Reporting
http://whopayswriters.com/#/publication/invision,Invision
http://whopayswriters.com/#/publication/islands-magazine,Islands Magazine
http://whopayswriters.com/#/publication/italian-america,Italian America
http://whopayswriters.com/#/publication/ithaca-times,Ithaca Times
http://whopayswriters.com/#/publication/ivnus,Ivn(.)us
http://whopayswriters.com/#/publication/jackson-free-press,Jackson Free Press
http://whopayswriters.com/#/publication/jacobin,Jacobin
http://whopayswriters.com/#/publication/jetsett,Jetsett
http://whopayswriters.com/#/publication/jetstar-asia,Jetstar Asia
http://whopayswriters.com/#/publication/jetstar-australia,Jetstar Australia
http://whopayswriters.com/#/publication/jewish-in-seattle,Jewish In Seattle
http://whopayswriters.com/#/publication/jezebel,Jezebel
http://whopayswriters.com/#/publication/jsource,Jsource
http://whopayswriters.com/#/publication/jstor-daily,Jstor Daily
http://whopayswriters.com/#/publication/jungle-world,Jungle World
http://whopayswriters.com/#/publication/kaleidoscope,Kaleidoscope
http://whopayswriters.com/#/publication/kcet-artbound,Kcet Artbound
http://whopayswriters.com/#/publication/kenyon-review,Kenyon Review
http://whopayswriters.com/#/publication/kerrang,Kerrang!
http://whopayswriters.com/#/publication/kidspot,Kidspot
http://whopayswriters.com/#/publication/kill-screen,Kill Screen
http://whopayswriters.com/#/publication/kindred-spirit,Kindred Spirit
http://whopayswriters.com/#/publication/kinfolk-magazine,Kinfolk Magazine
http://whopayswriters.com/#/publication/kinoscope,Kinoscope
http://whopayswriters.com/#/publication/kirkus-indie,Kirkus Indie
http://whopayswriters.com/#/publication/kiwi-magazine,Kiwi Magazine
http://whopayswriters.com/#/publication/kpopstarz,Kpopstarz
http://whopayswriters.com/#/publication/kveller,Kveller
http://whopayswriters.com/#/publication/la-downtowner,L.a. Downtowner
http://whopayswriters.com/#/publication/la-weekly,L.a. Weekly
http://whopayswriters.com/#/publication/l0w-l1f3-magazine,L0w L1f3 Magazine
http://whopayswriters.com/#/publication/la-review-of-books,La Review Of Books
http://whopayswriters.com/#/publication/la-taco,La Taco
http://whopayswriters.com/#/publication/lady-clever,Lady Clever
http://whopayswriters.com/#/publication/lambda-literary-review,Lambda Literary Review
http://whopayswriters.com/#/publication/landscape-architecture-magazine,Landscape Architecture Magazine
http://whopayswriters.com/#/publication/laphams-quarterly,Lapham's Quarterly
http://whopayswriters.com/#/publication/latino-leaders,Latino Leaders
http://whopayswriters.com/#/publication/leaders-edge-magazine,Leader's Edge Magazine
http://whopayswriters.com/#/publication/leapsmag,Leapsmag
http://whopayswriters.com/#/publication/learnvest,Learnvest
http://whopayswriters.com/#/publication/lenny-letter,Lenny Letter
http://whopayswriters.com/#/publication/lifehacker,Lifehacker
http://whopayswriters.com/#/publication/lifestyle-publications,Lifestyle Publications
http://whopayswriters.com/#/publication/lifetimedailycom,Lifetimedaily.com
http://whopayswriters.com/#/publication/lighting--sound-america,Lighting & Sound America
http://whopayswriters.com/#/publication/ligiddycom,Ligiddy.com
http://whopayswriters.com/#/publication/listversecom,Listverse.com
http://whopayswriters.com/#/publication/literary-hub,Literary Hub
http://whopayswriters.com/#/publication/literary-traveler,Literary Traveler
http://whopayswriters.com/#/publication/little-ones-charlotte-edition,"Little Ones, Charlotte Edition"
http://whopayswriters.com/#/publication/little-white-lies,Little White Lies
http://whopayswriters.com/#/publication/live-happy,Live Happy
http://whopayswriters.com/#/publication/livestrongcom,Livestrong.com
http://whopayswriters.com/#/publication/livingbetter50,Livingbetter50
http://whopayswriters.com/#/publication/loaded-magazine,Loaded Magazine
http://whopayswriters.com/#/publication/locale-magazine,Locale Magazine
http://whopayswriters.com/#/publication/locavore-magazine,Locavore Magazine
http://whopayswriters.com/#/publication/london-review-of-books,London Review Of Books
http://whopayswriters.com/#/publication/londonist,Londonist
http://whopayswriters.com/#/publication/longreads-exclusives,Longreads Exclusives
http://whopayswriters.com/#/publication/looper,Looper
http://whopayswriters.com/#/publication/los-angeles-magazine,Los Angeles Magazine
http://whopayswriters.com/#/publication/los-angeles-review-of-books,Los Angeles Review Of Books
http://whopayswriters.com/#/publication/los-angeles-times,Los Angeles Times
http://whopayswriters.com/#/publication/love-story,Love Story
http://whopayswriters.com/#/publication/love2fly,Love2fly
http://whopayswriters.com/#/publication/lucky-magazine,Lucky Magazine
http://whopayswriters.com/#/publication/lucky-peach,Lucky Peach
http://whopayswriters.com/#/publication/luxe-interiors-and-design-magazine,Luxe Interiors And Design Magazine
http://whopayswriters.com/#/publication/luxos-magazine,Luxos Magazine
http://whopayswriters.com/#/publication/luxury-travel-australia,Luxury Travel Australia
http://whopayswriters.com/#/publication/lwn,Lwn
http://whopayswriters.com/#/publication/m-music-and-musicians,M: Music And Musicians
http://whopayswriters.com/#/publication/m2-magazine-australia-and-new-zealand,M2 Magazine (australia And New Zealand)
http://whopayswriters.com/#/publication/macleans-magazine,Maclean's Magazine
http://whopayswriters.com/#/publication/magenta,Magenta
http://whopayswriters.com/#/publication/maisonneuve,Maisonneuve
http://whopayswriters.com/#/publication/makeshift,Make/shift
http://whopayswriters.com/#/publication/makeuseof,Makeuseof
http://whopayswriters.com/#/publication/making-a-living-writing,Making A Living Writing
http://whopayswriters.com/#/publication/man-repeller,Man Repeller
http://whopayswriters.com/#/publication/marie-claire,Marie Claire
http://whopayswriters.com/#/publication/marquette-magazine,Marquette Magazine
http://whopayswriters.com/#/publication/martha-stewart-living,Martha Stewart Living
http://whopayswriters.com/#/publication/maryland-life,Maryland Life
http://whopayswriters.com/#/publication/mashable,Mashable
http://whopayswriters.com/#/publication/mashed,Mashed
http://whopayswriters.com/#/publication/mask-magazine,Mask Magazine
http://whopayswriters.com/#/publication/massage-magazine,Massage Magazine
http://whopayswriters.com/#/publication/matador-network,Matador Network
http://whopayswriters.com/#/publication/matchbook,Matchbook
http://whopayswriters.com/#/publication/mattermark,Mattermark
http://whopayswriters.com/#/publication/maura-magazine,Maura Magazine
http://whopayswriters.com/#/publication/maxim,Maxim
http://whopayswriters.com/#/publication/mcsweenys-internet-tendency,Mcsweeny's Internet Tendency
http://whopayswriters.com/#/publication/md-magazine,Md Magazine
http://whopayswriters.com/#/publication/media-bistro,Media Bistro
http://whopayswriters.com/#/publication/mediaite,Mediaite
http://whopayswriters.com/#/publication/medical-economics,Medical Economics
http://whopayswriters.com/#/publication/medium,Medium
http://whopayswriters.com/#/publication/mediumcom-war-is-boring,Medium.com War Is Boring
http://whopayswriters.com/#/publication/medshadow,Medshadow
http://whopayswriters.com/#/publication/mel-magazine,Mel Magazine
http://whopayswriters.com/#/publication/memphis-magazine,Memphis Magazine
http://whopayswriters.com/#/publication/mens-health,Men's Health
http://whopayswriters.com/#/publication/mens-journal,Men's Journal
http://whopayswriters.com/#/publication/mental-floss,Mental Floss
http://whopayswriters.com/#/publication/merry-jane,Merry Jane
http://whopayswriters.com/#/publication/metal-hammer,Metal Hammer
http://whopayswriters.com/#/publication/metropolis-magazine,Metropolis Magazine
http://whopayswriters.com/#/publication/michigan-quarterly-review,Michigan Quarterly Review
http://whopayswriters.com/#/publication/middle-east-educator,Middle East Educator
http://whopayswriters.com/#/publication/middle-east-eye,Middle East Eye
http://whopayswriters.com/#/publication/middle-east-monitor,Middle East Monitor
http://whopayswriters.com/#/publication/midnight-breakfast,Midnight Breakfast
http://whopayswriters.com/#/publication/midtown,Midtown
http://whopayswriters.com/#/publication/minnesota-parent,Minnesota Parent
http://whopayswriters.com/#/publication/mississippi-magazine,Mississippi Magazine
http://whopayswriters.com/#/publication/mit-technology-review,Mit Technology Review
http://whopayswriters.com/#/publication/mithila-review,Mithila Review
http://whopayswriters.com/#/publication/mode-media,Mode Media
http://whopayswriters.com/#/publication/model-view-culture,Model View Culture
http://whopayswriters.com/#/publication/modern-farmer,Modern Farmer
http://whopayswriters.com/#/publication/modern-luxury,Modern Luxury
http://whopayswriters.com/#/publication/modern-luxury--manhattan,Modern Luxury - Manhattan
http://whopayswriters.com/#/publication/modern-magazine,Modern Magazine
http://whopayswriters.com/#/publication/momme,Mom.me
http://whopayswriters.com/#/publication/momme,Mom.me
http://whopayswriters.com/#/publication/moment-magazine,Moment Magazine
http://whopayswriters.com/#/publication/mommyish,Mommyish
http://whopayswriters.com/#/publication/momondo,Momondo
http://whopayswriters.com/#/publication/money-talks-news,Money Talks News
http://whopayswriters.com/#/publication/moneycrasherscom,Moneycrashers.com
http://whopayswriters.com/#/publication/mongabaycom,Mongabay.com
http://whopayswriters.com/#/publication/monocle,Monocle
http://whopayswriters.com/#/publication/monstercom,Monster.com
http://whopayswriters.com/#/publication/montecristo-magazine,Montecristo Magazine
http://whopayswriters.com/#/publication/moot,Moot
http://whopayswriters.com/#/publication/mother-jones,Mother Jones
http://whopayswriters.com/#/publication/motherboard-vice,Motherboard (vice)
http://whopayswriters.com/#/publication/mothers-always-write,Mothers Always Write
http://whopayswriters.com/#/publication/mountain-magazine,Mountain Magazine
http://whopayswriters.com/#/publication/mrportercom-the-daily,Mrporter.com The Daily
http://whopayswriters.com/#/publication/ms-blog-ms-magazine,Ms. Blog (Ms. Magazine)
http://whopayswriters.com/#/publication/muftah,Muftah
http://whopayswriters.com/#/publication/multilingual-magazine,Multilingual Magazine
http://whopayswriters.com/#/publication/murietalifestylescom,Murietalifestyles.com
http://whopayswriters.com/#/publication/muslim-girl,Muslim Girl
http://whopayswriters.com/#/publication/muumuu-house,Muumuu House
http://whopayswriters.com/#/publication/my-bank-tracker,My Bank Tracker
http://whopayswriters.com/#/publication/myspacecom,Myspace.com
http://whopayswriters.com/#/publication/mystery-tribune,Mystery Tribune
http://whopayswriters.com/#/publication/n1,N+1
http://whopayswriters.com/#/publication/nailpro,Nailpro
http://whopayswriters.com/#/publication/narratively,Narratively
http://whopayswriters.com/#/publication/nashville-review,Nashville Review
http://whopayswriters.com/#/publication/national-education-association--travel-newsletter,National Education Association - Travel Newsletter
http://whopayswriters.com/#/publication/national-geographic--intelligent-travel-blog,National Geographic – Intelligent Travel Blog
http://whopayswriters.com/#/publication/national-geographic-voice-for-elephants-blog,National Geographic –Voice For Elephants Blog
http://whopayswriters.com/#/publication/national-geographic-kids,National Geographic Kids
http://whopayswriters.com/#/publication/national-geographic-news,National Geographic News
http://whopayswriters.com/#/publication/national-geographic-travel,National Geographic Travel
http://whopayswriters.com/#/publication/national-geographic-traveler,National Geographic Traveler
http://whopayswriters.com/#/publication/national-review-online,National Review Online
http://whopayswriters.com/#/publication/naturally-danny-seo,"Naturally, Danny Seo"
http://whopayswriters.com/#/publication/nature-futures,Nature: Futures
http://whopayswriters.com/#/publication/nature-soapbox-science,Nature: Soapbox Science
http://whopayswriters.com/#/publication/nautilus-magazine,Nautilus Magazine
http://whopayswriters.com/#/publication/nbc-news-asian-america,Nbc News Asian America
http://whopayswriters.com/#/publication/nebraska-life,Nebraska Life
http://whopayswriters.com/#/publication/neolife,Neo.life
http://whopayswriters.com/#/publication/nerve,Nerve
http://whopayswriters.com/#/publication/networkworld,Networkworld
http://whopayswriters.com/#/publication/new-african,New African
http://whopayswriters.com/#/publication/new-food-economy,New Food Economy
http://whopayswriters.com/#/publication/new-hampshire-business-review,New Hampshire Business Review
http://whopayswriters.com/#/publication/new-reader-magazine,New Reader Magazine
http://whopayswriters.com/#/publication/new-scientist,New Scientist
http://whopayswriters.com/#/publication/new-socialist,New Socialist
http://whopayswriters.com/#/publication/new-statesman,New Statesman
http://whopayswriters.com/#/publication/new-york-daily-news,New York Daily News
http://whopayswriters.com/#/publication/new-york-magazine,New York Magazine
http://whopayswriters.com/#/publication/new-york-observer,New York Observer
http://whopayswriters.com/#/publication/new-york-press,New York Press
http://whopayswriters.com/#/publication/new-york-review-of-books,New York Review Of Books
http://whopayswriters.com/#/publication/new-york-times--t-style-magazine,New York Times – T Style Magazine
http://whopayswriters.com/#/publication/new-york-times-magazine,New York Times Magazine
http://whopayswriters.com/#/publication/new-york-times-motherlode,New York Times Motherlode
http://whopayswriters.com/#/publication/new-york-times-travel,New York Times Travel
http://whopayswriters.com/#/publication/newest-york,Newest York
http://whopayswriters.com/#/publication/news--observer,News & Observer
http://whopayswriters.com/#/publication/news-deeply,News Deeply
http://whopayswriters.com/#/publication/news-for-shoppers,News For Shoppers
http://whopayswriters.com/#/publication/newsline-magazine,Newsline Magazine
http://whopayswriters.com/#/publication/newsmotion,Newsmotion
http://whopayswriters.com/#/publication/newsweek,Newsweek
http://whopayswriters.com/#/publication/next-city,Next City
http://whopayswriters.com/#/publication/nextavenueorg,Nextavenue.org
http://whopayswriters.com/#/publication/nexttribe,Nexttribe
http://whopayswriters.com/#/publication/nikkei-asian-review,Nikkei Asian Review
http://whopayswriters.com/#/publication/nme,Nme
http://whopayswriters.com/#/publication/no-risk-seo,No Risk Seo
http://whopayswriters.com/#/publication/noisey-vice,Noisey (vice)
http://whopayswriters.com/#/publication/north-american-congress-on-latin-america-nacla,North American Congress On Latin America (Nacla)
http://whopayswriters.com/#/publication/north-bay-biz,North Bay Biz
http://whopayswriters.com/#/publication/north-coast-journal,North Coast Journal
http://whopayswriters.com/#/publication/north-jersey-media-group,North Jersey Media Group
http://whopayswriters.com/#/publication/northern-virginia-magazine,Northern Virginia Magazine
http://whopayswriters.com/#/publication/novanext,Novanext
http://whopayswriters.com/#/publication/now-magazine,Now Magazine
http://whopayswriters.com/#/publication/npr,Npr
http://whopayswriters.com/#/publication/npr,Npr
http://whopayswriters.com/#/publication/npr-code-switch,Npr Code Switch
http://whopayswriters.com/#/publication/nursetogethercom,Nursetogether.com
http://whopayswriters.com/#/publication/nuvo,Nuvo
http://whopayswriters.com/#/publication/ny-arts-magazine,Ny Arts Magazine
http://whopayswriters.com/#/publication/ny-mag,Ny Mag
http://whopayswriters.com/#/publication/ny-thrills,Ny Thrills
http://whopayswriters.com/#/publication/nycitywoman,Nycitywoman
http://whopayswriters.com/#/publication/nylon,Nylon
http://whopayswriters.com/#/publication/nymetroparents,Nymetroparents
http://whopayswriters.com/#/publication/oak--the-nordic-journal,Oak - The Nordic Journal
http://whopayswriters.com/#/publication/oakland-magazine,Oakland Magazine
http://whopayswriters.com/#/publication/oberoi-magazine,Oberoi Magazine
http://whopayswriters.com/#/publication/observatory,Observatory
http://whopayswriters.com/#/publication/obsev,Obsev
http://whopayswriters.com/#/publication/occupycom,Occupy.com
http://whopayswriters.com/#/publication/office-pro,Office Pro
http://whopayswriters.com/#/publication/official-xbox-magazine,Official Xbox Magazine
http://whopayswriters.com/#/publication/okeypanky,Okey-panky
http://whopayswriters.com/#/publication/oklahoma-gazette,Oklahoma Gazette
http://whopayswriters.com/#/publication/on-she-goes,On She Goes
http://whopayswriters.com/#/publication/ookpixels,Ookpixels
http://whopayswriters.com/#/publication/open,Open
http://whopayswriters.com/#/publication/open-culture,Open Culture
http://whopayswriters.com/#/publication/opentable-blog,Opentable Blog
http://whopayswriters.com/#/publication/oregon-beer-growler,Oregon Beer Growler
http://whopayswriters.com/#/publication/oregon-healthy-living,Oregon Healthy Living
http://whopayswriters.com/#/publication/otaku-usa-magazine,Otaku Usa Magazine
http://whopayswriters.com/#/publication/ourselves-black,Ourselves Black
http://whopayswriters.com/#/publication/outside-online,Outside (online)
http://whopayswriters.com/#/publication/outside-bozeman,Outside Bozeman
http://whopayswriters.com/#/publication/outside-online,Outside Online
http://whopayswriters.com/#/publication/overland-literary-journal,Overland Literary Journal
http://whopayswriters.com/#/publication/overture,Overture
http://whopayswriters.com/#/publication/oxford-american,Oxford American
http://whopayswriters.com/#/publication/oxford-university-press,Oxford University Press
http://whopayswriters.com/#/publication/oyster,Oyster
http://whopayswriters.com/#/publication/ozy,Ozy
http://whopayswriters.com/#/publication/pacific-standard,Pacific Standard
http://whopayswriters.com/#/publication/pagely,Pagely
http://whopayswriters.com/#/publication/paper-magazine,Paper Magazine
http://whopayswriters.com/#/publication/parade,Parade
http://whopayswriters.com/#/publication/paradise-pets,Paradise Pets
http://whopayswriters.com/#/publication/parallax-news,Parallax News
http://whopayswriters.com/#/publication/parent-co,Parent Co
http://whopayswriters.com/#/publication/parenting-magazine,Parenting Magazine
http://whopayswriters.com/#/publication/parentmap,Parentmap
http://whopayswriters.com/#/publication/parents,Parents
http://whopayswriters.com/#/publication/particle,Particle
http://whopayswriters.com/#/publication/paste-magazine,Paste Magazine
http://whopayswriters.com/#/publication/paste-magazine-food-section,"Paste Magazine, Food Section"
http://whopayswriters.com/#/publication/pbs-mediashift,Pbs Mediashift
http://whopayswriters.com/#/publication/pbs-nova-nature-of-reality-blog,Pbs Nova: Nature Of Reality Blog
http://whopayswriters.com/#/publication/pcma-convene,Pcma Convene
http://whopayswriters.com/#/publication/pcmag,Pcmag
http://whopayswriters.com/#/publication/pens-and-needles,Pens And Needles
http://whopayswriters.com/#/publication/penthouse,Penthouse
http://whopayswriters.com/#/publication/peppermint-magazine,Peppermint Magazine
http://whopayswriters.com/#/publication/perihelion-science-fiction,Perihelion Science Fiction
http://whopayswriters.com/#/publication/pet-business,Pet Business
http://whopayswriters.com/#/publication/philadelphia-inquirer,Philadelphia Inquirer
http://whopayswriters.com/#/publication/photopreneur,Photopreneur
http://whopayswriters.com/#/publication/physicians-practice,Physicians Practice
http://whopayswriters.com/#/publication/pitchfork,Pitchfork
http://whopayswriters.com/#/publication/pittsburgh-quarterly,Pittsburgh Quarterly
http://whopayswriters.com/#/publication/pizza-today,Pizza Today
http://whopayswriters.com/#/publication/places-journal,Places Journal
http://whopayswriters.com/#/publication/planning-magazine,Planning Magazine
http://whopayswriters.com/#/publication/plate-magazine,Plate Magazine
http://whopayswriters.com/#/publication/playbill,Playbill
http://whopayswriters.com/#/publication/playboy,Playboy
http://whopayswriters.com/#/publication/playboy,Playboy
http://whopayswriters.com/#/publication/ploughshares,Ploughshares
http://whopayswriters.com/#/publication/podiatry-management-magazine,Podiatry Management Magazine
http://whopayswriters.com/#/publication/poetry-foundation,Poetry Foundation
http://whopayswriters.com/#/publication/poets--writers,Poets & Writers
http://whopayswriters.com/#/publication/policy-mic,Policy Mic
http://whopayswriters.com/#/publication/politico-magazine,Politico Magazine
http://whopayswriters.com/#/publication/politico-magazine-europe-edition,Politico Magazine (Europe Edition)
http://whopayswriters.com/#/publication/pollstar,Pollstar
http://whopayswriters.com/#/publication/polygon,Polygon
http://whopayswriters.com/#/publication/popmatters,Popmatters
http://whopayswriters.com/#/publication/popsugar,Popsugar
http://whopayswriters.com/#/publication/popular-mechanics,Popular Mechanics
http://whopayswriters.com/#/publication/popular-science,Popular Science
http://whopayswriters.com/#/publication/pornoktisch,Pornoktisch
http://whopayswriters.com/#/publication/portable,Portable
http://whopayswriters.com/#/publication/portals-of-prayer,Portals Of Prayer
http://whopayswriters.com/#/publication/porter--sail,Porter & Sail
http://whopayswriters.com/#/publication/porthole,Porthole
http://whopayswriters.com/#/publication/portland-mercury,Portland Mercury
http://whopayswriters.com/#/publication/poynterorg,Poynter.org
http://whopayswriters.com/#/publication/practical-ecommerce,Practical Ecommerce
http://whopayswriters.com/#/publication/practical-pain-management,Practical Pain Management
http://whopayswriters.com/#/publication/prefix-mag,Prefix Mag
http://whopayswriters.com/#/publication/pregnancy--newborn-magazine,Pregnancy & Newborn Magazine
http://whopayswriters.com/#/publication/priceonomics,Priceonomics
http://whopayswriters.com/#/publication/princeton-alumni-weekly,Princeton Alumni Weekly
http://whopayswriters.com/#/publication/prog,Prog
http://whopayswriters.com/#/publication/projection-lights-and-staging-news,"Projection, Lights And Staging News"
http://whopayswriters.com/#/publication/projectmanagercom,Projectmanager.com
http://whopayswriters.com/#/publication/pseudopod,Pseudopod
http://whopayswriters.com/#/publication/psychedelic-times,Psychedelic Times
http://whopayswriters.com/#/publication/psychology-today,Psychology Today
http://whopayswriters.com/#/publication/publishers-weekly,Publishers Weekly
http://whopayswriters.com/#/publication/pure-green-magazine,Pure Green Magazine
http://whopayswriters.com/#/publication/purewow,Purewow
http://whopayswriters.com/#/publication/purseblog,Purseblog
http://whopayswriters.com/#/publication/quartz,Quartz
http://whopayswriters.com/#/publication/queen-mobs-teahouse,Queen Mob's Teahouse
http://whopayswriters.com/#/publication/quench-magazine,Quench Magazine
http://whopayswriters.com/#/publication/quillette-magazine,Quillette Magazine
http://whopayswriters.com/#/publication/racked,Racked
http://whopayswriters.com/#/publication/radiocom,Radio.com
http://whopayswriters.com/#/publication/rain-taxi,Rain Taxi
http://whopayswriters.com/#/publication/raleigh--company,Raleigh & Company
http://whopayswriters.com/#/publication/rappler,Rappler
http://whopayswriters.com/#/publication/rare,Rare
http://whopayswriters.com/#/publication/ravishly,Ravishly
http://whopayswriters.com/#/publication/readers-digest,Reader's Digest
http://whopayswriters.com/#/publication/readers-digest-canada,Reader's Digest Canada
http://whopayswriters.com/#/publication/real-life-magazine,Real Life Magazine
http://whopayswriters.com/#/publication/realtor-magazine,Realtor Magazine
http://whopayswriters.com/#/publication/reason,Reason
http://whopayswriters.com/#/publication/recruiter-today,Recruiter Today
http://whopayswriters.com/#/publication/red-bull-music,Red Bull Music
http://whopayswriters.com/#/publication/red-bull-music-academy-magazine-now-rbma-dailly,Red Bull Music Academy Magazine (now Rbma Dailly)
http://whopayswriters.com/#/publication/red-bulletin,Red Bulletin
http://whopayswriters.com/#/publication/redmond-magazine,Redmond Magazine
http://whopayswriters.com/#/publication/reductress,Reductress
http://whopayswriters.com/#/publication/refinery29,Refinery29
http://whopayswriters.com/#/publication/relevant-magazine,Relevant Magazine
http://whopayswriters.com/#/publication/religion--politics,Religion & Politics
http://whopayswriters.com/#/publication/religion-news-service,Religion News Service
http://whopayswriters.com/#/publication/remeshed,Remeshed
http://whopayswriters.com/#/publication/remezcla,Remezcla
http://whopayswriters.com/#/publication/renaissance-magazine,Renaissance Magazine
http://whopayswriters.com/#/publication/renocom,Reno.com
http://whopayswriters.com/#/publication/reorient-magazine,Reorient Magazine
http://whopayswriters.com/#/publication/resetme,Reset.me
http://whopayswriters.com/#/publication/restaurant-nuts,Restaurant Nuts
http://whopayswriters.com/#/publication/reuterscom,Reuters.com
http://whopayswriters.com/#/publication/revelist,Revelist
http://whopayswriters.com/#/publication/revision-path,Revision Path
http://whopayswriters.com/#/publication/rewire-news,Rewire News
http://whopayswriters.com/#/publication/ribbonfarm,Ribbonfarm
http://whopayswriters.com/#/publication/richmond-pulse,Richmond Pulse
http://whopayswriters.com/#/publication/ricochetmedia,Ricochetmedia
http://whopayswriters.com/#/publication/riverfront-times,Riverfront Times
http://whopayswriters.com/#/publication/roads--kingdoms,Roads & Kingdoms
http://whopayswriters.com/#/publication/rock-sound,Rock Sound
http://whopayswriters.com/#/publication/rodales-organic-life,Rodale's Organic Life
http://whopayswriters.com/#/publication/rogue-valley-messenger,Rogue Valley Messenger
http://whopayswriters.com/#/publication/rolling-stone,Rolling Stone
http://whopayswriters.com/#/publication/rookie-mag,Rookie Mag
http://whopayswriters.com/#/publication/rootsrated,Rootsrated
http://whopayswriters.com/#/publication/rootsrated,Rootsrated
http://whopayswriters.com/#/publication/ruminate-magazine,Ruminate Magazine
http://whopayswriters.com/#/publication/runner-click,Runner Click
http://whopayswriters.com/#/publication/runners-world,Runner's World
http://whopayswriters.com/#/publication/runners-world,Runner's World
http://whopayswriters.com/#/publication/rva-magazine,Rva Magazine
http://whopayswriters.com/#/publication/salon,Salon
http://whopayswriters.com/#/publication/san-antonio-magazine,San Antonio Magazine
http://whopayswriters.com/#/publication/san-diego-reader,San Diego Reader
http://whopayswriters.com/#/publication/san-francisco-bay-guardian,San Francisco Bay Guardian
http://whopayswriters.com/#/publication/san-francisco-chronicle,San Francisco Chronicle
http://whopayswriters.com/#/publication/san-francisco-examiner,San Francisco Examiner
